Player Name,Team Name,Player Role,Bowling Style,Batting Hand,Matches,Batting,Bowling,Fielding,Total
Tabish Hasan,TSGN Mavericks,Middle-order batter,None,RHB,2,0.700,0.000,0.000,0.700
Mani,TSV Darmstadt XI,,Right-arm medium,RHB,1,0.700,0.000,0.000,0.700
Anand Gowda,SGM Guardians,All-Rounder,Right-arm Off Break,RHB,1,0.700,0.000,0.000,0.700
Ankit Dholakiya,TSGN Titans,None,Right-arm medium,RHB,1,0.700,0.000,0.000,0.700
Muzammil Khan,AMU Sultans,,Right-arm fast,RHB,1,0.700,0.000,0.000,0.700
Ashish Dangi,TSV Frankfurt Garuda,,Right-arm medium,RHB,1,0.400,-0.074,0.360,0.686
Amit Naidu,Darebulls,,Right-arm fast,,1,0.000,0.000,0.648,0.648
Gokul Harish,Karlsruhe Knights,,Right-arm medium,RHB,1,0.700,-0.057,0.000,0.643
Hossain Imam,Skyline Strikers,,Right-arm fast,LHB,1,0.600,0.000,0.000,0.600
Sreejith sreedharan Nair,Frankfurt Spartans Cricket Club,,Right-arm medium,RHB,1,0.600,0.000,0.000,0.600
Bhavik Pandya,TSGN Royal Warriors,,Right-arm medium,LHB,1,0.000,0.000,0.576,0.576
Prateek Mahajan,MSC Black Bears,,Right-arm fast,RHB,2,0.200,0.000,0.360,0.560
Nags,TBG Neulusheim,,Right-arm fast,RHB,1,0.600,-0.045,0.000,0.555
Sudheer Vasamshetty,Royal Strikers FFM,,Right-arm fast,RHB,1,0.310,-0.061,0.288,0.537
Guru Gadiwaddar,Trebur Cricket Club,All-Rounder,Right-arm medium,RHB,1,0.100,-0.076,0.504,0.528
Virender,Frankfurt Spartans Cricket Club,,Right-arm medium,RHB,1,0.000,0.505,0.000,0.505
Atif Beg,AMU Sultans,,,RHB,2,0.500,0.000,0.000,0.500
Sazid Al Fuad,Skyline Strikers,Wicket-keeper,Right-arm Off Break,RHB,1,0.500,0.000,0.000,0.500
Pavan Kumar Kurra,TSV Frankfurt Garuda,,Right-arm medium,RHB,1,0.500,0.000,0.000,0.500
Shashi Kiran,FalconsXI,Wicket-keeper batter,,RHB,1,0.500,0.000,0.000,0.500
Deviprasad,Aschaffenburg United,,,RHB,1,0.500,0.000,0.000,0.500
Devang Odedra,TSGN Royal Lions,,Right-arm medium,RHB,1,0.200,0.000,0.288,0.488
Sachin BR,RCB XI,All-Rounder,Right-arm medium,RHB,1,0.100,0.000,0.360,0.460
SAMSON JOSE,Frankfurt Spartans Cricket Club,,Right-arm fast,RHB,3,0.500,-0.041,0.000,0.459
Shahed,Skyline Strikers,Middle-order batter,Right-arm fast,RHB,1,0.000,0.084,0.360,0.444
Barath,Giessener 11,,Right-arm fast,RHB,1,0.426,0.000,0.000,0.426
Ahmedul Kabir,Frankfurt Strikers,Top-order batter,Right-arm Leg Break,RHB,1,0.400,0.000,0.000,0.400
Sai Teja MV,Frankfurt wolves,,,RHB,1,0.400,0.000,0.000,0.400
Manisharma,Trebur Cricket Club,,Right-arm medium,RHB,1,0.400,0.000,0.000,0.400
Rakeshkumar,Aschaffenburg United,,,RHB,1,0.400,0.000,0.000,0.400
Jijo Joseph,SVS Frankfurt Eagles,,Right-arm fast,RHB,1,0.000,0.000,0.360,0.360
Dhyan Patel,VFL_Kesselehim,Wicket-keeper batter,Right-arm medium,RHB,1,0.000,0.000,0.360,0.360
Arun periyasamy,Sulzbach XI,None,None,RHB,1,0.000,0.000,0.360,0.360
Vivek Patel,Hawk Hunters,,Right-arm fast,RHB,1,0.000,0.000,0.360,0.360
Shreyas Friedberg,SPVGG Dragons,,Right-arm medium,LHB,1,0.000,0.000,0.360,0.360
Gursimran Singh,FalconsXI,,,,2,0.000,-0.033,0.360,0.327
Haroon Rehan,Hawk Hunters,,Right-arm fast,RHB,2,0.100,-0.135,0.360,0.325
Smeet Shah,SPVGG Dragons,All-Rounder,Right-arm Off Break,LHB,2,0.300,0.000,0.000,0.300
Uttam tripa,Giessener 11,,,RHB,2,0.300,0.000,0.000,0.300
Devraj Redij,TSV Darmstadt United,,Right-arm medium,RHB,1,0.000,-0.076,0.360,0.284
Mateen Ahmadzai Cricket,AMU Sultans,,Left-arm fast,LHB,2,0.400,-0.136,0.000,0.264
Varun Varadarajan,Frankfurt wolves,,Right-arm medium,,2,0.000,-0.133,0.360,0.227
Essakki,Sulzbach XI,,Right-arm medium,RHB,1,0.200,0.000,0.000,0.200
Faraz Islam,AMU Sultans,,Right-arm medium,RHB,1,0.200,0.000,0.000,0.200
Ketan Pawar,TSGN Royal Lions,,,RHB,2,0.200,0.000,0.000,0.200
Shiv Chander Vohra,TSV Frankfurt Garuda,,,RHB,1,0.200,0.000,0.000,0.200
Javed Choudhary,AMU Sultans,,,RHB,1,0.200,0.000,0.000,0.200
Mayur,Aschaffenburg United,,,RHB,2,0.200,0.000,0.000,0.200
Satish Pawar,DCC Rising Stars,,Right-arm Leg Break,RHB,1,0.200,0.000,0.000,0.200
Rajesh,Aschaffenburg United,,Right-arm medium,RHB,2,0.100,0.047,0.000,0.147
Ananda Suryan,Frankfurt Spartans Cricket Club,Top-order batter,Right-arm Off Break,RHB,1,0.100,0.000,0.000,0.100
Suhash,FCC Friends XI,,Right-arm Off Break,RHB,1,0.100,0.000,0.000,0.100
Abhilash Thengullathil,Frankfurt Spartans Cricket Club,,Slow left-arm chinaman,RHB,1,0.100,0.000,0.000,0.100
Manish Kumar,Friedrichsdorf Cricket Club,All-Rounder,Right-arm medium,RHB,1,0.100,0.000,0.000,0.100
Waseem Ahmad,TSGN Mavericks,,Right-arm medium,RHB,1,0.100,0.000,0.000,0.100
Apurv Chakor,TSGN Royal Warriors,,,LHB,1,0.100,0.000,0.000,0.100
Pranab Kumar Chanda,Royal Strikers FFM,,,RHB,1,0.100,0.000,0.000,0.100
Rehan Ahmed Raja,Hawk Hunters,,Right-arm fast,RHB,1,0.100,0.000,0.000,0.100
Karthik Prabhu,TSV Darmstadt United,,,,1,0.100,0.000,0.000,0.100
Sumit Agarwal,SPVGG Dragons,,Right-arm medium,RHB,1,0.000,0.092,0.000,0.092
Reynolds issac Ravi,Karlsruhe Knights,,Left-arm medium,LHB,2,0.000,0.064,0.000,0.064
Sampath Siddarth S,Karlsruhe Knights,,Left-arm medium,LHB,1,0.101,-0.045,0.000,0.056
Abhiman Gaurav,RCB XI,,Right-arm medium,RHB,1,0.100,-0.055,0.000,0.045
Dinar,Skyline Strikers,Middle-order batter,Right-arm medium,RHB,2,0.000,0.014,0.000,0.014
Sarath Menon ,Frankfurt wolves,,Right-arm fast,RHB,1,0.000,-0.029,0.000,-0.029
Mohit Pareek,TSGN Royal Lions,None,Right-arm fast,RHB,1,0.000,-0.032,0.000,-0.032
Tushar Lamba,TSV Darmstadt United,,Right-arm fast,,1,0.000,-0.038,0.000,-0.038
Shahryar Altaf,Mannschaft Ginnheimer,Lower-order batter,Right-arm medium,RHB,1,0.000,-0.042,0.000,-0.042
Manawar Zadran,FCC Friends XI,,Right-arm fast,,1,0.000,-0.053,0.000,-0.053
Hassan Sultan,Mannschaft Ginnheimer,,Right-arm fast,RHB,1,0.000,-0.074,0.000,-0.074
